id,observations,researchGrade,species,observers,lastObserved,topTaxa,source
gottigere-kere,24,13,16,8,2026-08-20,Fulica atra (Eurasian Coot);Acherontia styx (Eastern Death's Head hawkmoth);Amata passalis (sandalwood defoliator);Brachythemis contaminata (Ditch Jewel);Carrhotus viduus;Dicaeum erythrorhynchos (Pale-billed Flowerpecker);Egretta garzetta (Little Egret);Erionota torus (Rounded Palm-redeye);Euthalia aconthea (Common Baron);Laevicaulis alte (Tropical Leatherleaf Slug),inaturalist-2026-09
gottigere-kunte1,1,0,0,1,2022-07-14,,inaturalist-2026-09
gottigere-kunte2,0,0,0,0,,,inaturalist-2026-09
gottigere-kunte3,0,0,0,0,,,inaturalist-2026-09
goudanakere,3,1,2,2,2023-11-25,Datura metel (metel devil's trumpet);Tirumala limniace (Blue Tiger),inaturalist-2026-09
govanhalli-kere,0,0,0,0,,,inaturalist-2026-09
governament-attikere,0,0,0,0,,,inaturalist-2026-09
govindaehettipalya-lake,48,30,25,3,2026-03-31,Psammophilus dorsalis (Rock Dragon);Calotes versicolor (Indian Garden Lizard);Merops orientalis (Asian Green Bee-eater);Phalacrocorax carbo (Great Cormorant);Phalacrocorax fuscicollis (Indian Cormorant);Anas poecilorhyncha (Indian Spot-billed Duck);Anoplolepis gracilipes (Yellow Crazy Ant);Apis dorsata (Giant Honey Bee);Apus affinis (Little Swift);Ardea cinerea (Grey Heron),inaturalist-2026-09
govindapur-kere,0,0,0,0,,,inaturalist-2026-09
govindapura-kere,0,0,0,0,,,inaturalist-2026-09
govindapura-lo-kere,0,0,0,0,,,inaturalist-2026-09
govt-dinnekere,0,0,0,0,,,inaturalist-2026-09
govt-gulimangalada-lake,173,158,71,9,2026-08-02,Himantopus himantopus (Black-winged Stilt);Microcarbo niger (Little Cormorant);Anhinga melanogaster (Oriental Darter);Ardeola grayii (Indian Pond-Heron);Egretta garzetta (Little Egret);Phalacrocorax fuscicollis (Indian Cormorant);Anas poecilorhyncha (Indian Spot-billed Duck);Mycteria leucocephala (Painted Stork);Calotes versicolor (Indian Garden Lizard);Psammophilus dorsalis (Rock Dragon),inaturalist-2026-09
govt-karabu,0,0,0,0,,,inaturalist-2026-09
govt-karabu-katte,0,0,0,0,,,inaturalist-2026-09
govt-katte,0,0,0,0,,,inaturalist-2026-09
govt-kere,19,17,14,1,2024-08-15,Acridotheres tristis (Common Myna);Gallinula chloropus (Eurasian Moorhen);Porphyrio poliocephalus (Gray-headed Swamphen);Acridotheres fuscus (Jungle Myna);Ardeola grayii (Indian Pond-Heron);Ariadne merione (Common Castor Butterfly);Eudynamys scolopaceus (Asian Koel);Halcyon smyrnensis (White-throated Kingfisher);Merops orientalis (Asian Green Bee-eater);Orthotomus sutorius (Common Tailorbird),inaturalist-2026-09
govt-kere-1,0,0,0,0,,,inaturalist-2026-09
govt-kere-2,3,2,3,2,2026-03-05,Mimosa pudica (Sensitive Plant);Parthenium hysterophorus (Santa Maria feverfew);Pithecellobium dulce (Madras Thorn),inaturalist-2026-09
govt-lake,0,0,0,0,,,inaturalist-2026-09
govt-lake-newly-created,0,0,0,0,,,inaturalist-2026-09
govt-maggekere,4,3,4,2,2024-04-25,Calotes versicolor (Indian Garden Lizard);Diplacodes trivialis (Chalky Percher);Ficus benghalensis (Indian banyan);Solanum diphyllum (twoleaf nightshade),inaturalist-2026-09
govt-mutsandra-kere,0,0,0,0,,,inaturalist-2026-09
govt-vaddakere,1,1,1,1,2023-10-27,Fowlea piscator (Chequered Keelback),inaturalist-2026-09
govt-vadenakere,153,106,108,12,2026-08-30,Anthus rufulus (Paddyfield Pipit);Danaus chrysippus (Plain Tiger Butterfly);Junonia almana (Peacock Pansy);Plocealauda affinis (Jerdon's Bushlark);Saxicola caprata (Pied Bushchat);Acraea terpsicore (Tawny Coster);Argya affinis (Yellow-billed Babbler);Argyreia cuneata (Purple Morning Glory);Capparis zeylanica (Indian caper);Chloropsis aurifrons (Golden-fronted Leafbird),inaturalist-2026-09
govt-vodanakunte,3,3,3,1,2023-05-31,Gongylus gongylodes (Wandering Violin Mantis);Numida meleagris (Helmeted Guineafowl);Rhynchophorus ferrugineus (Red Palm Weevil),inaturalist-2026-09
gowdana-kere,0,0,0,0,,,inaturalist-2026-09
gramada-kere,4,3,4,2,2024-02-25,Ardea purpurea (Purple Heron);Dicrurus macrocercus (Black Drongo);Eriovixia laglaizei (Laglaise's Garden Spider);Microcarbo niger (Little Cormorant),inaturalist-2026-09
gramadakere,24,23,19,1,2025-01-18,Anas poecilorhyncha (Indian Spot-billed Duck);Ceryle rudis (Pied Kingfisher);Euodice malabarica (Indian Silverbill);Halcyon smyrnensis (White-throated Kingfisher);Anhinga melanogaster (Oriental Darter);Ardea purpurea (Purple Heron);Dicrurus macrocercus (Black Drongo);Egretta garzetta (Little Egret);Eudynamys scolopaceus (Asian Koel);Lanius cristatus (Brown Shrike),inaturalist-2026-09
gramadakere-2,1,0,0,1,2023-11-10,,inaturalist-2026-09
gubbalal-kere,2,1,1,1,2024-11-21,Pavo cristatus (Indian Peafowl),inaturalist-2026-09
gubbalal-kunte,7,2,4,2,2020-11-16,Solanum seaforthianum (Brazilian Nightshade);Gymnopleurus miliaris;Lycostomus praeustus;Solanum torvum (Turkey Berry),inaturalist-2026-09
gublai-lske,0,0,0,0,,,inaturalist-2026-09
guddadahalli-kere,1,1,1,1,2022-07-06,Theriophonum minutum,inaturalist-2026-09
guddadahalli-kere-e,0,0,0,0,,,inaturalist-2026-09
guddadahalli-lake,0,0,0,0,,,inaturalist-2026-09
guddegaudanachannoha,0,0,0,0,,,inaturalist-2026-09
guddehatti-lake,0,0,0,0,,,inaturalist-2026-09
guddehatti-lake-2,0,0,0,0,,,inaturalist-2026-09
gudimavu-kunte,0,0,0,0,,,inaturalist-2026-09
guduppana-lake,4,4,3,1,2023-12-09,Alcedo atthis (Common Kingfisher);Danaus genutia (Common Tiger Butterfly);Motacilla maderaspatensis (White-browed Wagtail),inaturalist-2026-09
guduppana-lake-2,0,0,0,0,,,inaturalist-2026-09
guduvanahalli-lake,2,0,1,1,2023-12-29,Sphaeranthus indicus (East Indian globe thistle),inaturalist-2026-09
gulagunganahalli-lak,0,0,0,0,,,inaturalist-2026-09
gulakayipura-govt-lake,0,0,0,0,,,inaturalist-2026-09
gulimangala-kunte-1,0,0,0,0,,,inaturalist-2026-09
gulimangala-kunte-2,0,0,0,0,,,inaturalist-2026-09
gulya-down,0,0,0,0,,,inaturalist-2026-09
gundappanayakanahalli-lake,0,0,0,0,,,inaturalist-2026-09
gundarahalli-lake-2,0,0,0,0,,,inaturalist-2026-09
gundenahalli-kere,0,0,0,0,,,inaturalist-2026-09
gundur-kere-n,1,1,1,1,2022-11-26,Hyllus semicupreus (Heavy-bodied Jumper),inaturalist-2026-09
gunduru-kere,1,1,1,1,2021-08-22,Calotes versicolor (Indian Garden Lizard),inaturalist-2026-09
gunduru-lake,0,0,0,0,,,inaturalist-2026-09
guniagrahara-kere-2,0,0,0,0,,,inaturalist-2026-09
guniagrahara-kunte,0,0,0,0,,,inaturalist-2026-09
gunjuru-kunte1,2,0,0,1,2022-09-29,,inaturalist-2026-09
gunjuru-kunte2,0,0,0,0,,,inaturalist-2026-09
gunjuru-kunte3,0,0,0,0,,,inaturalist-2026-09
gunjuru-kunte4,0,0,0,0,,,inaturalist-2026-09
gunjuru-kunte5,0,0,0,0,,,inaturalist-2026-09
gunjuru-kunte6,0,0,0,0,,,inaturalist-2026-09
gunjuru-kunte7,0,0,0,0,,,inaturalist-2026-09
gunjuru-kunte8,0,0,0,0,,,inaturalist-2026-09
gunjuru-kunte9,0,0,0,0,,,inaturalist-2026-09
gunjuruplaya-kere,29,28,26,4,2026-09-05,Microcarbo niger (Little Cormorant);Mycteria leucocephala (Painted Stork);Anas poecilorhyncha (Indian Spot-billed Duck);Anhinga melanogaster (Oriental Darter);Ardea coromanda (Eastern Cattle-Egret);Ardea purpurea (Purple Heron);Ardeola grayii (Indian Pond-Heron);Artamus fuscus (Ashy Woodswallow);Ceryle rudis (Pied Kingfisher);Cheilomenes sexmaculata (Six-spotted Zigzag Ladybird),inaturalist-2026-09
gururvanahalli-kere,0,0,0,0,,,inaturalist-2026-09
guruvanahalli-kere,0,0,0,0,,,inaturalist-2026-09
guttepalya-lake,18,6,8,7,2026-08-01,Cenchrus setosus (feathery pennisetum);Ceratina smaragdula (Emerald Small Carpenter);Ipomoea cairica (Mile-a-minute vine);Leptotes plinius (Zebra Blue);Paratrechina longicornis (Longhorn Crazy Ant);Rhabdophis plumbicolor (Green Keelback);Rhinacanthus nasutus (Snake Jasmine);Zizula hylax (Tiny Grass Blue),inaturalist-2026-09
guttepalya-lake-2,0,0,0,0,,,inaturalist-2026-09
hado-shiddapura-kere,120,52,64,7,2026-08-02,Argiope aemula (Oval Saint Andrew's Cross Spider);Ardea cinerea (Grey Heron);Ardeola grayii (Indian Pond-Heron);Argiope anasuja (Signature Spider);Batocera rufomaculata (Mango Stem Borer);Calotropis gigantea (crown flower);Fowlea piscator (Chequered Keelback);Microcarbo niger (Little Cormorant);Phalacrocorax carbo (Great Cormorant);Phimenes flavopictus,inaturalist-2026-09
hadonahalli-kere,0,0,0,0,,,inaturalist-2026-09
hadosiddapur-a-kunte,0,0,0,0,,,inaturalist-2026-09
hadyalu-kere,1,1,1,1,2023-05-27,Aquila fasciata (Bonelli's Eagle),inaturalist-2026-09
hagaduru-kunte1,0,0,0,0,,,inaturalist-2026-09
hagaduru-kunte2,0,0,0,0,,,inaturalist-2026-09
haji-hosahalli-kere,0,0,0,0,,,inaturalist-2026-09
haji-hosahalli-kere-s,0,0,0,0,,,inaturalist-2026-09
haji-hosahalli-n,0,0,0,0,,,inaturalist-2026-09
hakkibikki-lake,197,38,68,36,2026-06-27,Catacanthus incarnatus (Man-faced Stink Bug);Chiridopsis bipunctata (Indian Green Tortoise Beetle);Amata passalis (sandalwood defoliator);Axis axis (Chital);Corinnomma severum (Black Corinnomma);Crematogaster contemta (Indian Orange Acrobat Ant);Illeis cincta;Jamides bochus (Dark Cerulean);Lepista tarda;Polypedates maculatus (Chunam Tree Frog),inaturalist-2026-09
hakkibikki-lake-2,18,3,5,5,2026-06-20,Chromolaena odorata (Siam weed);Erthesina acuminata;Leucas aspera (Common leucas);Schizophyllum commune (splitgill mushroom);Zizeeria karsandra (Dark Grass Blue),inaturalist-2026-09
hakkibikki-lake-3,317,186,136,79,2026-08-05,Nephila pilipes (Giant Golden Orbweaver);Papilio polytes (Common Mormon Swallowtail);Talicada nyseus (Red Pierrot);Ariadne merione (Common Castor Butterfly);Coracina macei (Indian Cuckooshrike);Euchrysops cnejus (Gram Blue);Euploea core (Common Crow);Nyctemera coleta (Marbled White Moth);Papilio agenor (Great Mormon);Danaus genutia (Common Tiger Butterfly),inaturalist-2026-09
halagevaderahalli-kere-1,64,24,25,16,2026-04-05,Dysdercus cingulatus (Indian Cotton Stainer);Otus bakkamoena (Indian Scops-Owl);Amphiesma stolatum (Buff Striped Keelback);Ampittia dioscorides (Common Bush Hopper);Apis florea (Red Dwarf Honey Bee);Ariadne merione (Common Castor Butterfly);Azanus ubaldus (Bright Babul Blue);Caprimulgus asiaticus (Indian Nightjar);Cassia fistula (Golden Shower Tree);Catopsilia pyranthe (Mottled Emigrant),inaturalist-2026-09
halagevaderahalli-kere-2,85,62,31,5,2026-04-25,Ardeola grayii (Indian Pond-Heron);Anas poecilorhyncha (Indian Spot-billed Duck);Egretta garzetta (Little Egret);Milvus migrans (Black Kite);Mycteria leucocephala (Painted Stork);Ardea cinerea (Grey Heron);Halcyon smyrnensis (White-throated Kingfisher);Diplacodes trivialis (Chalky Percher);Fulica atra (Eurasian Coot);Microcarbo niger (Little Cormorant),inaturalist-2026-09
halammanapalya-lake,0,0,0,0,,,inaturalist-2026-09
halammanapalya-lake-1,0,0,0,0,,,inaturalist-2026-09
halanayakanahalli-kere,129,47,58,8,2026-08-17,Catharanthus roseus (Madagascar Periwinkle);Cosmos sulphureus (Yellow Cosmos);Myrmicaria brunnea (Brown Droptail Ant);Alternanthera brasiliana (Ruby Leaf);Apis cerana (Asian Honey Bee);Ardea cinerea (Grey Heron);Artocarpus heterophyllus (Jackfruit);Atractomorpha crenulata;Axonopus compressus (broadleaf carpetgrass);Butastur teesa (White-eyed Buzzard),inaturalist-2026-09
halasahalli-thippasandra-kunte-1,0,0,0,0,,,inaturalist-2026-09
halasahalli-thippasandra-kunte-2,0,0,0,0,,,inaturalist-2026-09
halasahalli-thippasandra-kunte-3,40,14,14,2,2020-01-27,Coccinella transversalis (Small Transverse Ladybird Beetle);Eristalinus arvorum;Euthalia aconthea (Common Baron);Hasarius adansoni (Adanson's House Jumper);Junonia orithya (Blue Pansy);Lampides boeticus (Pea Blue);Odontomutilla trichocondyla;Papilio demoleus (Lime Swallowtail);Parasa lepida (Blue-striped Nettle Grub);Perina nuda (Banyan tussock moth),inaturalist-2026-09
halasahalli-thippasandra-kunte-4,0,0,0,0,,,inaturalist-2026-09
halasahalli-thippasandra-kunte-5,0,0,0,0,,,inaturalist-2026-09
haldenahalli-lake,0,0,0,0,,,inaturalist-2026-09
hale-chandapura-lake,1,1,1,1,2021-10-22,Psittacula krameri (Rose-ringed Parakeet),inaturalist-2026-09
hale-chandapura-lake-2,0,0,0,0,,,inaturalist-2026-09
halehalli-kunte,0,0,0,0,,,inaturalist-2026-09
halehalli-south-lake,0,0,0,0,,,inaturalist-2026-09
halenahalli-kere,0,0,0,0,,,inaturalist-2026-09
halenahalli-kere-s,0,0,0,0,,,inaturalist-2026-09
halenahalli-sw,0,0,0,0,,,inaturalist-2026-09
halenahalli-up,0,0,0,0,,,inaturalist-2026-09
halesampigehalli-kunte,0,0,0,0,,,inaturalist-2026-09
haleuru-lake,149,91,98,7,2026-07-04,Leptotes plinius (Zebra Blue);Coccinia grandis (Ivy gourd);Sturnia malabarica (Chestnut-tailed Starling);Ypthima huebneri (Common Four-ring);Gomalia elma (Green-marbled Sandman);Lonchura punctulata (Scaly-breasted Munia);Nephila pilipes (Giant Golden Orbweaver);Brachythemis contaminata (Ditch Jewel);Cacomantis passerinus (Grey-bellied Cuckoo);Clamator jacobinus (Pied Cuckoo),inaturalist-2026-09
hallimarandapalya-lake,0,0,0,0,,,inaturalist-2026-09
hancharahalli-lake,0,0,0,0,,,inaturalist-2026-09
handenhalli-lake,1,0,0,1,2026-08-26,,inaturalist-2026-09
handrahalli-kere,0,0,0,0,,,inaturalist-2026-09
hanpalya-kere,0,0,0,0,,,inaturalist-2026-09
hanuman-kunte-new,0,0,0,0,,,inaturalist-2026-09
hanumantapura-lake,0,0,0,0,,,inaturalist-2026-09
hanumanthapura-kere,3,1,1,3,2026-07-21,Terminalia catappa (Sea Almond),inaturalist-2026-09
hanumanthas-agara-kunte,0,0,0,0,,,inaturalist-2026-09
hanumanttanapalya-kere,0,0,0,0,,,inaturalist-2026-09
haralakunte,97,33,40,6,2026-08-31,Centella asiatica (Indian pennywort);Euthalia aconthea (Common Baron);Myrmaplata plataleoides (Red Weaver Ant-mimicking Spider);Oecophylla smaragdina (Asian Weaver Ant);Oxalis latifolia (Garden pink-sorrel);Acanthaspis siva;Alternanthera philoxeroides (Alligatorweed);Alternanthera pungens (creeping chaffweed);Apis florea (Red Dwarf Honey Bee);Auricularia polytricha (Wood Ear mushroom),inaturalist-2026-09
haralakunte-kunte1,0,0,0,0,,,inaturalist-2026-09
haralakunte-kunte2,0,0,0,0,,,inaturalist-2026-09
haralakunte-kunte3,0,0,0,0,,,inaturalist-2026-09
haraluru-kere,174,101,85,21,2026-08-26,Microcarbo niger (Little Cormorant);Phalacrocorax carbo (Great Cormorant);Ardeola grayii (Indian Pond-Heron);Fowlea piscator (Chequered Keelback);Haliastur indus (Brahminy Kite);Brachythemis contaminata (Ditch Jewel);Egretta garzetta (Little Egret);Anas platyrhynchos (Mallard);Antheraea paphia (Tasar Silk Moth);Ardea cinerea (Grey Heron),inaturalist-2026-09
haraluru-kunte,3,1,1,1,2025-07-07,Nymphaea rubra (Red water lily),inaturalist-2026-09
harana-katte,0,0,0,0,,,inaturalist-2026-09
haranakatte,2,1,2,1,2020-11-01,Annona squamosa (Sweetsop);Zonopterus consanguineus,inaturalist-2026-09
haregadde-lank,0,0,0,0,,,inaturalist-2026-09
harohali-lake,0,0,0,0,,,inaturalist-2026-09
harohali-lake-2,0,0,0,0,,,inaturalist-2026-09
harohall-govt-lake,3,3,2,1,2025-08-16,Amaurornis phoenicurus (White-breasted Waterhen);Hierococcyx varius (Common Hawk-Cuckoo),inaturalist-2026-09
harohalli-kere,279,188,112,38,2026-09-03,Anas poecilorhyncha (Indian Spot-billed Duck);Anhinga melanogaster (Oriental Darter);Fowlea piscator (Chequered Keelback);Haliastur indus (Brahminy Kite);Porphyrio poliocephalus (Gray-headed Swamphen);Spilopelia chinensis (Spotted Dove);Vachellia nilotica (Egyptian acacia);Alcedo atthis (Common Kingfisher);Ardea purpurea (Purple Heron);Fulica atra (Eurasian Coot),inaturalist-2026-09
harohalli-kunte-1,0,0,0,0,,,inaturalist-2026-09
harohalli-kunte-3,0,0,0,0,,,inaturalist-2026-09
harohalli-kunte2,0,0,0,0,,,inaturalist-2026-09
harohallipalya-lake,0,0,0,0,,,inaturalist-2026-09
harokyathanahalli-kere,0,0,0,0,,,inaturalist-2026-09
harokyathanahalli-kunte1,0,0,0,0,,,inaturalist-2026-09
harokyathanahalli-kunte2,0,0,0,0,,,inaturalist-2026-09
harokyathanahalli-kunte3,0,0,0,0,,,inaturalist-2026-09
harokyathanahalli-kunte4,0,0,0,0,,,inaturalist-2026-09
hasarahalli-kere,0,0,0,0,,,inaturalist-2026-09
hebbagodi-kunte-1,0,0,0,0,,,inaturalist-2026-09
hebbagodi-kunte-2,0,0,0,0,,,inaturalist-2026-09
hebbal-lake,141,99,84,28,2026-04-30,Ceriagrion coromandelianum (Coromandel Marsh Dart);Rhyothemis variegata (Common Picture Wing);Fulica atra (Eurasian Coot);Funambulus palmarum (Three-striped Palm Squirrel);Melanitis leda (Common Evening Brown);Acisoma panorpoides (Grizzled Pintail);Anas poecilorhyncha (Indian Spot-billed Duck);Ardeola grayii (Indian Pond-Heron);Brachythemis contaminata (Ditch Jewel);Chiasmia emersaria,inaturalist-2026-09
heggadadevanapura-kere,0,0,0,0,,,inaturalist-2026-09
heggadadevanapura-lake,0,0,0,0,,,inaturalist-2026-09
heggadaevanapura-kere-2,0,0,0,0,,,inaturalist-2026-09
hegganahalli-kunte1,1,1,1,1,2023-11-16,Hyllus semicupreus (Heavy-bodied Jumper),inaturalist-2026-09
hegganahalli-kunte2,0,0,0,0,,,inaturalist-2026-09
hegganahalli-lake,1,0,1,1,2026-01-15,Ceroplastes cirripediformis (Barnacle Scale),inaturalist-2026-09
heggondahalli-kunte-1,1,0,0,1,2019-01-05,,inaturalist-2026-09
heggondahalli-kunte-2,0,0,0,0,,,inaturalist-2026-09
heggondahalli-kunte-3,0,0,0,0,,,inaturalist-2026-09
heggondahalli-kunte-4,0,0,0,0,,,inaturalist-2026-09
heggondanalli-govt-lake,0,0,0,0,,,inaturalist-2026-09
hejjala-e,0,0,0,0,,,inaturalist-2026-09
hejjala-kere,4,2,3,2,2024-02-18,Anthus rufulus (Paddyfield Pipit);Stachytarpheta jamaicensis (Blue Porterweed);Tridax procumbens (Tridax Daisy),inaturalist-2026-09
hemigepura-kunte-1,0,0,0,0,,,inaturalist-2026-09
hemigepura-kunte-2,0,0,0,0,,,inaturalist-2026-09
hemigepura-kunte-3,124,45,59,2,2025-09-05,Minervarya agricola (Common Paddy Field Frog);Calligrapha bicolorata (Parthenium beetle);Camponotus compressus (Indian Black Ant);Diplacodes trivialis (Chalky Percher);Euphranta crux;Freyeria trochylus (Brown Grass Jewel);Microhyla ornata (Ornate Narrow-mouthed Toad);Sagra femorata (Frog-legged leaf beetle);Zizina otis (Lesser Grass Blue);Acanthospermum hispidum (Bindii),inaturalist-2026-09
hempapura-kere,0,0,0,0,,,inaturalist-2026-09
hennagara-kere,116,77,77,11,2026-01-17,Ypthima huebneri (Common Four-ring);Merops philippinus (Blue-tailed Bee-eater);Haliastur indus (Brahminy Kite);Phalacrocorax carbo (Great Cormorant);Anhinga melanogaster (Oriental Darter);Aphanamixis polystachya (pithraj tree);Ardea coromanda (Eastern Cattle-Egret);Ariadne ariadne (Angled Castor);Cecropis daurica (Eastern Red-rumped Swallow);Ceriagrion coromandelianum (Coromandel Marsh Dart),inaturalist-2026-09
hennur-kunte-1,0,0,0,0,,,inaturalist-2026-09
hennur-kunte-2,0,0,0,0,,,inaturalist-2026-09
hennur-lake,98,36,55,13,2026-05-28,Myrmicaria brunnea (Brown Droptail Ant);Cnemaspis mysoriensis (Mysore Round-eyed Gecko);Luprops tristis (Rubber plantation litter beetle);Riptortus pedestris;Tetramorium lanuginosum (Downy Pennant Ant);Anochetus graeffei;Apis florea (Red Dwarf Honey Bee);Ariadne merione (Common Castor Butterfly);Camponotus parius;Catochrysops strabo (Forget-me-not),inaturalist-2026-09
herohalli-kunte1,0,0,0,0,,,inaturalist-2026-09
herohalli-kunte2,0,0,0,0,,,inaturalist-2026-09
herohalli-kunte3,0,0,0,0,,,inaturalist-2026-09
herohalli-kunte4,0,0,0,0,,,inaturalist-2026-09
herohalli-kunte5,0,0,0,0,,,inaturalist-2026-09
herohalli-kunte6-newly-created,25,6,11,1,2026-06-29,Carrhotus viduus;Chalybion bengalense (Oriental Mud-dauber Wasp);Ropalidia cyathiformis;Telamonia dimidiata (Two-striped Telamonia);Chrysocoris stollii (Lychee Shield Bug);Graphium agamemnon (Tailed Jay);Heliconia rostrata (Hanging Lobster Claw Heliconia);Myrmaplata plataleoides (Red Weaver Ant-mimicking Spider);Plexippus paykulli (Pantropical Jumping Spider);Portulaca umbraticola (wingpod purslane),inaturalist-2026-09
herohalli-lake,12,12,12,2,2020-11-05,Anas poecilorhyncha (Indian Spot-billed Duck);Ardea cinerea (Grey Heron);Ardea coromanda (Eastern Cattle-Egret);Ardea purpurea (Purple Heron);Ardeola grayii (Indian Pond-Heron);Egretta garzetta (Little Egret);Euphorbia hirta (Asthma Plant);Fulica atra (Eurasian Coot);Halcyon smyrnensis (White-throated Kingfisher);Ischnura senegalensis (Common Bluetail),inaturalist-2026-09
herohalli-thotadakere,0,0,0,0,,,inaturalist-2026-09
hesaraghatta-kere-east,85,68,60,10,2026-07-12,Alcedo atthis (Common Kingfisher);Pycnonotus luteolus (White-browed Bulbul);Anhinga melanogaster (Oriental Darter);Ardea cinerea (Grey Heron);Circus aeruginosus (Western Marsh Harrier);Clitoria ternatea (Blue Pea);Dicrurus macrocercus (Black Drongo);Haliastur indus (Brahminy Kite);Merops orientalis (Asian Green Bee-eater);Pavo cristatus (Indian Peafowl),inaturalist-2026-09
hesaraghatta-lake,1929,1489,407,168,2026-08-24,Cigaritis lilacinus (Lilac Silverline);Colotis amata (Small Salmon Arab);Haliastur indus (Brahminy Kite);Anthus rufulus (Paddyfield Pipit);Chilades parrhasius (Small Cupid);Saxicola caprata (Pied Bushchat);Zizina otis (Lesser Grass Blue);Brachythemis contaminata (Ditch Jewel);Alcedo atthis (Common Kingfisher);Pareronia hippia (Indian Wanderer),inaturalist-2026-09
hettakki-lake,0,0,0,0,,,inaturalist-2026-09
hilaligi-lake,0,0,0,0,,,inaturalist-2026-09
hilaligi-lake-2,0,0,0,0,,,inaturalist-2026-09
hinnakki-lake,24,23,19,4,2023-08-25,Amaurornis phoenicurus (White-breasted Waterhen);Halcyon smyrnensis (White-throated Kingfisher);Microcarbo niger (Little Cormorant);Neolamarckia cadamba (Burflower-tree);Alcedo atthis (Common Kingfisher);Anas poecilorhyncha (Indian Spot-billed Duck);Apis cerana (Asian Honey Bee);Ardea purpurea (Purple Heron);Clitoria ternatea (Blue Pea);Dicrurus macrocercus (Black Drongo),inaturalist-2026-09
hirandahalli-kunte-1,0,0,0,0,,,inaturalist-2026-09
hirandahalli-kunte-2,0,0,0,0,,,inaturalist-2026-09
hirandahalli-kunte-3,0,0,0,0,,,inaturalist-2026-09
hirandahalli-kunte-4,0,0,0,0,,,inaturalist-2026-09
